town,ward,precinct,office,district,party,candidate,votes
Littleton,,,State Senate,Middlesex and Worcester,Democratic,All Others,0
Wayland,,,U.S. Senate,,Republican,"Jack E. Robinson, III",177
Millbury,,,Governor's Council,7th,Democratic,Total Votes Cast,598
Walpole,,,State House,12th Norfolk,Democratic,Blank Votes,17
Yarmouth,,,Governor's Council,1st,Democratic,Carole A. Fiola,227
Danvers,,,U.S. House,6th,Republican,Paul McCarthy,238
Berkley,,,U.S. House,4th,Republican,Total Votes Cast,32
Marshfield,,,U.S. House,10th,Democratic,Total Votes Cast,2154
Wakefield,,,State House,22nd Middlesex,Republican,All Others,0
Williamsburg,,,State House,1st Franklin,Democratic,All Others,1
Cummington,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,Blank Votes,3
Pelham,,,Governor's Council,8th,Republican,Blank Votes,2
TOTALS,,,State Senate,"Norfolk, Bristol and Middlesex",Republican,Earl Henry Sholley,1059
Mansfield,,,U.S. Senate,,Libertarian,Blank Votes,1
Weymouth,,,U.S. House,10th,Democratic,Total Votes Cast,5174
Sturbridge,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,All Others,0
Becket,,,Governor's Council,8th,Democratic,Edward M. O'Brien,19
Bourne,,,U.S. House,10th,Republican,All Others,3
TOTALS,,,State House,8th Middlesex,Democratic,All Others,10
Southborough,,,U.S. Senate,,Libertarian,Blank Votes,0
TOTALS,,,U.S. House,4th,Republican,Total Votes Cast,8207
Wellfleet,,,State Senate,Cape and Islands,Democratic,Blank Votes,16
Newbury,,,U.S. Senate,,Republican,Blank Votes,50
Holden,,,U.S. House,3rd,Democratic,Blank Votes,503
Groton,,,U.S. Senate,,Libertarian,All Others,0
Bellingham,,,State House,10th Norfolk,Democratic,James E. Vallee,174
Plympton,,,U.S. House,4th,Libertarian,Blank Votes,0
Webster,,,State House,8th Worcester,Democratic,Total Votes Cast,414
Middleborough,,,U.S. House,4th,Libertarian,Blank Votes,2
Goshen,,,U.S. House,1st,Republican,Total Votes Cast,15
Hopkinton,,,State House,8th Middlesex,Republican,Blank Votes,18
Southampton,,,U.S. Senate,,Libertarian,All Others,0
Dennis,,,State Senate,Cape and Islands,Democratic,All Others,1
Petersham,,,U.S. House,1st,Republican,Peter J. Abair,19
Carver,,,State Senate,1st Plymouth and Bristol,Republican,Total Votes Cast,314
Burlington,,,U.S. Senate,,Democratic,Total Votes Cast,627
Paxton,,,State House,13th Worcester,Democratic,Harriett S. Lebow,127
Washington,,,U.S. House,1st,Democratic,John W. Olver,12
Boxford,,,U.S. Senate,,Democratic,Edward M. Kennedy,85
Williamsburg,,,Governor's Council,8th,Republican,Blank Votes,2
Sutton,,,State Senate,2nd Worcester,Democratic,All Others,0
Hubbardston,,,U.S. House,1st,Republican,Total Votes Cast,74
Tyngsborough,,,U.S. Senate,,Democratic,Edward M. Kennedy,245
Wendell,,,U.S. Senate,,Libertarian,Carla A. Howell,1
Cambridge,,,State House,27th Middlesex,,All Others,16
Brockton,,,State House,10th Plymouth,Republican,Blank Votes,72
Adams,,,Governor's Council,8th,,All Others,0
Goshen,,,State Senate,Hampshire and Franklin,Democratic,Total Votes Cast,38
Sharon,,,U.S. House,4th,Democratic,All Others,1
Newburyport,,,U.S. Senate,,Libertarian,All Others,0
W. Brookfield,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,All Others,0
TOTALS,,,U.S. Senate,,Democratic,Total Votes Cast,293005
Georgetown,,,State House,2nd Essex,Democratic,Total Votes Cast,50
W. Tisbury,,,U.S. Senate,,Democratic,Edward M. Kennedy,89
Chilmark,,,State House,"Barnstable, Dukes and Nantucket",Democratic,Total Votes Cast,40
Williamsburg,,,U.S. House,1st,Republican,Total Votes Cast,20
Lowell,,,State House,17th Middlesex,,All Others,2
Easton,,,U.S. House,4th,Democratic,Blank Votes,20
Shelburne,,,U.S. Senate,,Democratic,Total Votes Cast,26
Berkley,,,State Senate,1st Plymouth and Bristol,Republican,Chawner Hurd,27
Dracut,,,State Senate,2nd Essex and Middlesex,Democratic,All Others,11
Dover,,,State House,13th Norfolk,Republican,Total Votes Cast,97
Norfolk,,,State House,9th Norfolk,Republican,Blank Votes,9
Wilbraham,,,State House,13th Hampden,Democratic,Gale D. Candaras,156
N. Andover,,,U.S. Senate,,Democratic,Edward M. Kennedy,668
Dracut,,,State House,39th Middlesex,,All Others,6
Warren,,,U.S. Senate,,Libertarian,Carla A. Howell,2
Lynnfield,,,State House,9th Essex,Republican,Total Votes Cast,133
Oakham,,,U.S. House,1st,Democratic,Total Votes Cast,60
Westford,,,State Senate,1st Middlesex,Democratic,Total Votes Cast,462
Rehoboth,,,U.S. Senate,,Libertarian,Blank Votes,0
W. Newbury,,,U.S. Senate,,Democratic,Edward M. Kennedy,97
Blandford,,,U.S. House,1st,Republican,Total Votes Cast,20
Melrose,,,State House,35th Middlesex,,All Others,6
Wellfleet,,,State Senate,Cape and Islands,Republican,All Others,0
Templeton,,,U.S. Senate,,Democratic,All Others,3
Provincetown,,,U.S. House,10th,Democratic,Total Votes Cast,140
Hopedale,,,State House,10th Worcester,Democratic,Blank Votes,17
Plainfield,,,U.S. House,1st,Democratic,All Others,0
Fairhaven,,,U.S. Senate,,Republican,"Jack E. Robinson, III",99
Watertown,,,U.S. Senate,,Democratic,All Others,23
Maynard,,,State House,13th Middlesex,,All Others,0
Blackstone,,,State Senate,Worcester and Norfolk,Democratic,Blank Votes,27
Haverhill,,,U.S. Senate,,Libertarian,Carla A. Howell,13
TOTALS,,,Governor's Council,5th,Democratic,Mary-Ellen Manning,17330
Monroe,,,State House,2nd Berkshire,Republican,Shaun P. Kelly,6
N. Reading,,,Governor's Council,5th,Democratic,Blank Votes,70
Westhampton,,,U.S. Senate,,Republican,Total Votes Cast,10
Lunenburg,,,U.S. House,5th,Democratic,Joseph F. Osbadeston,4
Fall River,,,State House,8th Bristol,,All Others,4
Walpole,,,U.S. House,9th,Democratic,All Others,5
TOTALS,,,State House,11th Norfolk,Democratic,Blank Votes,285
Hawley,,,U.S. Senate,,Democratic,Edward M. Kennedy,2
Natick,,,Governor's Council,2nd,Democratic,All Others,0
Ayer,,,U.S. Senate,,Republican,"Jack E. Robinson, III",47
N. Attleborough,,,State Senate,"Norfolk, Bristol and Middlesex",Republican,All Others,2
Andover,,,State Senate,2nd Essex and Middlesex,,All Others,0
Lynnfield,,,U.S. House,6th,Democratic,Blank Votes,89
Williamsburg,,,U.S. House,1st,Republican,All Others,0
Fitchburg,,,U.S. Senate,,Republican,Total Votes Cast,132
Orleans,,,State Senate,Cape and Islands,Democratic,Blank Votes,12
Ashland,,,State House,7th Middlesex,,All Others,1
Salisbury,,,U.S. House,6th,Republican,All Others,5
Marshfield,,,U.S. Senate,,Democratic,Edward M. Kennedy,1712
Gill,,,State Senate,Hampshire and Franklin,Libertarian,All Others,0
Leominster,,,U.S. Senate,,Democratic,Blank Votes,251
Tyringham,,,U.S. House,1st,Democratic,All Others,0
Raynham,,,U.S. Senate,,Democratic,Blank Votes,48
Milton,,,U.S. Senate,,Democratic,Total Votes Cast,1963
Royalston,,,State House,2nd Franklin,Democratic,Total Votes Cast,31
TOTALS,,,State House,16th Essex,Democratic,Total Votes Cast,1835
Carlisle,,,U.S. Senate,,Republican,Blank Votes,25
TOTALS,,,State House,2nd Suffolk,Democratic,All Others,1
Sturbridge,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Stephen M. Brewer,442
Cambridge,,,State House,8th Suffolk,Republican,Blank Votes,0
Groveland,,,U.S. Senate,,Republican,All Others,3
Eastham,,,Governor's Council,1st,Democratic,John Thomas Saunders,39
Holland,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Blank Votes,2
Medfield,,,State Senate,"Norfolk, Bristol and Plymouth",Democratic,James E. Timilty,187
Nantucket,,,State House,"Barnstable, Dukes and Nantucket",Democratic,Total Votes Cast,266
TOTALS,,,U.S. House,2nd,Democratic,Blank Votes,2556
Alford,,,U.S. House,1st,Republican,Total Votes Cast,6
Dover,,,U.S. Senate,,Libertarian,All Others,0
Adams,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,All Others,0
Beverly,,,U.S. Senate,,Democratic,All Others,30
N. Brookfield,,,U.S. Senate,,Democratic,Edward M. Kennedy,118
Ayer,,,U.S. House,5th,Democratic,Thomas P. Tierney,16
Essex,,,Governor's Council,5th,Democratic,Total Votes Cast,60
Southborough,,,State House,8th Middlesex,Democratic,Blank Votes,9
Falmouth,,,U.S. Senate,,Republican,Blank Votes,325
Chilmark,,,U.S. Senate,,Republican,Total Votes Cast,26
Chicopee,,,U.S. Senate,,Republican,Total Votes Cast,265
Avon,,,State House,6th Norfolk,Democratic,Total Votes Cast,240
Boston,,,U.S. House,8th,Democratic,Michael E. Capuano,4211
Acushnet,,,U.S. Senate,,Libertarian,Carla A. Howell,3
Amesbury,,,U.S. House,6th,,Total Votes Cast,615
Gosnold,,,Governor's Council,1st,Democratic,Total Votes Cast,8
Chelsea,,,U.S. Senate,,Republican,Blank Votes,22
Chesterfield,,,Governor's Council,8th,Democratic,Blank Votes,1
Worcester,,,State Senate,2nd Worcester,Democratic,Total Votes Cast,4010
Holden,,,State House,1st Worcester,,All Others,5
Washington,,,State House,2nd Berkshire,Republican,Total Votes Cast,6
Goshen,,,State House,2nd Berkshire,Republican,Total Votes Cast,15
TOTALS,,,State House,2nd Hampden,Libertarian,Alan L. Wilcox,10
Malden,,,State Senate,3rd Middlesex,Democratic,Blank Votes,696
Medford,,,U.S. Senate,,Democratic,Edward M. Kennedy,4393
Watertown,,,U.S. Senate,,Republican,All Others,9
Yarmouth,,,State House,"Barnstable, Dukes and Nantucket",Democratic,Blank Votes,18
Mansfield,,,State House,14th Bristol,Republican,Elizabeth A. Poirier,155
Holland,,,U.S. Senate,,Republican,"Jack E. Robinson, III",19
Belmont,,,State Senate,Middlesex and Suffolk,,All Others,2
Cambridge,,,State House,28th Middlesex,,All Others,7
Barnstable,,,State Senate,Cape and Islands,Democratic,Total Votes Cast,1031
TOTALS,,,State House,20th Middlesex,Democratic,All Others,3
N. Reading,,,State Senate,1st Essex and Middlesex,Republican,All Others,2
Goshen,,,Governor's Council,8th,Democratic,All Others,0
Stoughton,,,State House,6th Norfolk,Libertarian,Richard A. Yampell,2
Beverly,,,U.S. Senate,,Republican,"Jack E. Robinson, III",335
Ashby,,,State House,2nd Worcester,Democratic,Blank Votes,5
Great Barrington,,,State House,4th Berkshire,Democratic,All Others,2
TOTALS,,,State House,4th Plymouth,Democratic,All Others,11
Newton,,,Governor's Council,3rd,Democratic,Manlyn Petitto M. Devaney,1053
Lincoln,,,State Senate,5th Middlesex,Republican,Total Votes Cast,31
Woburn,,,U.S. Senate,,Libertarian,All Others,0
Dighton,,,State Senate,1st Plymouth and Bristol,Democratic,Blank Votes,34
Whately,,,Governor's Council,8th,Democratic,All Others,0
Sturbridge,,,State House,6th Worcester,Republican,All Others,0
Berkley,,,State House,9th Bristol,Democratic,Blank Votes,11
Milton,,,State Senate,Suffolk and Norfolk,Democratic,Total Votes Cast,1963
TOTALS,,,State Senate,1st Middlesex,Libertarian,Blank Votes,8
Wilbraham,,,U.S. Senate,,Libertarian,Total Votes Cast,1
Medfield,,,State House,13th Norfolk,Democratic,Lida E. Harkins,99
Sandisfield,,,Governor's Council,8th,Democratic,Blank Votes,2
Princeton,,,State Senate,Worcester and Middlesex,Democratic,Total Votes Cast,96
Wellesley,,,State House,14th Norfolk,Republican,John A. Locke,446
Lexington,,,U.S. Senate,,Democratic,Total Votes Cast,1474
Swansea,,,State House,5th Bristol,Democratic,All Others,1
Shrewsbury,,,U.S. House,3rd,Democratic,Blank Votes,308
Hingham,,,U.S. Senate,,Democratic,Blank Votes,585
Mount Washington,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,All Others,0
Windsor,,,Governor's Council,8th,Republican,Total Votes Cast,13
TOTALS,,,State Senate,1st Essex,Democratic,Total Votes Cast,9349
Halifax,,,U.S. Senate,,Democratic,All Others,11
Leominster,,,Governor's Council,7th,Democratic,Total Votes Cast,1111
Burlington,,,U.S. House,6th,Democratic,John F. Tierney,524
Plainville,,,U.S. Senate,,Democratic,All Others,0
Fitchburg,,,U.S. Senate,,Republican,All Others,6
Hinsdale,,,State House,2nd Berkshire,Republican,Shaun P. Kelly,7
Hanson,,,Governor's Council,1st,Democratic,Blank Votes,92
Marshfield,,,U.S. Senate,,Democratic,Total Votes Cast,2154
Dunstable,,,U.S. Senate,,Republican,All Others,2
Lynnfield,,,Governor's Council,5th,Democratic,Blank Votes,76
Cheshire,,,Governor's Council,8th,Republican,Blank Votes,7
Swampscott,,,U.S. House,6th,Republican,All Others,1
Middlefield,,,Governor's Council,8th,Republican,Total Votes Cast,14
Needham,,,State Senate,"Norfolk, Bristol and Middlesex",Republican,Daryl E. Hanlin,238
Hull,,,U.S. House,10th,Democratic,All Others,0
Alford,,,Governor's Council,8th,Republican,Blank Votes,0
Princeton,,,U.S. Senate,,Democratic,Total Votes Cast,96
Yarmouth,,,State House,"Barnstable, Dukes and Nantucket",Democratic,Total Votes Cast,70
Norwell,,,State House,5th Plymouth,Democratic,Total Votes Cast,346
Granby,,,State Senate,1st Hampden and Hampshire,Republican,Blank Votes,20
Beverly,,,State Senate,2nd Essex,,All Others,10
Wareham,,,U.S. House,4th,Republican,Martin D. Travis,630
Danvers,,,U.S. House,6th,Democratic,All Others,1
Hampden,,,U.S. Senate,,Republican,Total Votes Cast,31
Sheffield,,,Governor's Council,8th,Democratic,Total Votes Cast,31
Lee,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,Blank Votes,23
Tyngsborough,,,U.S. Senate,,Republican,"Jack E. Robinson, III",67
Newburyport,,,Governor's Council,5th,Democratic,All Others,2
Chelmsford,,,U.S. Senate,,Democratic,Total Votes Cast,1109
Amesbury,,,Governor's Council,5th,Democratic,Mary-Ellen Manning,186
Florida,,,U.S. Senate,,Republican,"Jack E. Robinson, III",12
Abington,,,U.S. Senate,,Libertarian,Total Votes Cast,21
Littleton,,,State Senate,Middlesex and Worcester,Democratic,Pamela P. Resor,124
Milford,,,State House,10th Worcester,Democratic,Blank Votes,153
Revere,,,State Senate,Suffolk and Middlesex,Democratic,Total Votes Cast,1543
Rutland,,,U.S. Senate,,Libertarian,Total Votes Cast,2
Boxford,,,State House,4th Essex,,All Others,2
TOTALS,,,State House,6th Hampden,Democratic,Total Votes Cast,964
Dudley,,,Governor's Council,7th,Democratic,All Others,2
Granville,,,U.S. House,1st,Democratic,Total Votes Cast,13
Hamilton,,,State House,4th Essex,Republican,Bradford R. Hill,182
Warren,,,State House,5th Worcester,Republican,David H. Tuttle,20
Longmeadow,,,Governor's Council,8th,Republican,Marshall T. Moriarty,104
Boston,,,State Senate,2nd Suffolk,Democratic,Hassan A. Williams,517
Eastham,,,U.S. House,10th,Republican,Eric V. Bleicken,102
Oxford,,,State House,6th Worcester,Democratic,Total Votes Cast,206
N. Reading,,,U.S. House,6th,Republican,Paul McCarthy,173
Middleton,,,U.S. House,6th,Republican,Frederick T. Golder,38
Easton,,,U.S. House,4th,Democratic,Total Votes Cast,115
Lakeville,,,U.S. Senate,,Democratic,Blank Votes,34
Salisbury,,,Governor's Council,5th,Democratic,Total Votes Cast,439
Amesbury,,,State Senate,3rd Essex,Democratic,Blank Votes,194
TOTALS,,,State Senate,Hampshire and Franklin,Libertarian,Blank Votes,8
Sherborn,,,U.S. House,4th,Democratic,Total Votes Cast,89
Falmouth,,,State Senate,Plymouth and Barnstable,Democratic,All Others,5
TOTALS,,,State Senate,Hampshire and Franklin,Libertarian,Total Votes Cast,38
Manchester-by-the-Sea,,,U.S. Senate,,Democratic,Edward M. Kennedy,95
Royalston,,,U.S. Senate,,Libertarian,Total Votes Cast,7
Halifax,,,State House,12th Plymouth,Democratic,All Others,1
TOTALS,,,State House,6th Hampden,Democratic,All Others,3
Worthington,,,U.S. Senate,,Libertarian,Blank Votes,1
TOTALS,,,State Senate,2nd Plymouth and Bristol,Democratic,Blank Votes,1238
Arlington,,,Governor's Council,6th,Democratic,Blank Votes,1825
W. Bridgewater,,,U.S. House,4th,Republican,Martin D. Travis,129
Edgartown,,,State Senate,Cape and Islands,Democratic,Blank Votes,27
Cohasset,,,State Senate,Plymouth and Norfolk,Democratic,Blank Votes,74
TOTALS,,,State Senate,3rd Essex,Democratic,James P. Jajuga,6469
Rockport,,,Governor's Council,5th,Democratic,All Others,0
Arlington,,,U.S. Senate,,Libertarian,Blank Votes,0
Norfolk,,,State House,9th Norfolk,Democratic,Blank Votes,49
Dover,,,State Senate,Norfolk and Suffolk,Democratic,All Others,1
Berkley,,,U.S. Senate,,Democratic,Edward M. Kennedy,79
Belchertown,,,U.S. House,1st,Republican,Peter J. Abair,56
TOTALS,,,State House,12th Bristol,Democratic,Total Votes Cast,3569
Hawley,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",2
Marlborough,,,Governor's Council,3rd,Democratic,Blank Votes,173
Hudson,,,State Senate,Middlesex and Worcester,Democratic,All Others,0
Watertown,,,State House,32nd Middlesex,Democratic,All Others,44
TOTALS,,,State House,19th Suffolk,Democratic,All Others,9
Shelburne,,,U.S. House,1st,Republican,Total Votes Cast,22
Reading,,,U.S. Senate,,Libertarian,Total Votes Cast,1
Athol,,,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Total Votes Cast,115
Maynard,,,U.S. Senate,,Democratic,Edward M. Kennedy,252
Lynnfield,,,U.S. House,6th,Democratic,John F. Tierney,384
Milford,,,U.S. Senate,,Democratic,Total Votes Cast,1250
Westport,,,State Senate,1st Bristol,Democratic,Total Votes Cast,1487
Charlton,,,U.S. Senate,,Republican,"Jack E. Robinson, III",111
Danvers,,,State House,13th Essex,Democratic,Blank Votes,136
Milton,,,Governor's Council,4th,Democratic,Total Votes Cast,1963
Paxton,,,U.S. Senate,,Republican,Total Votes Cast,112
Manchester-by-the-Sea,,,U.S. Senate,,Democratic,Blank Votes,14
Milton,,,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",1130
Lakeville,,,State Senate,1st Plymouth and Bristol,Republican,All Others,1
Middlefield,,,U.S. House,1st,Democratic,All Others,0
Berkley,,,U.S. Senate,,Republican,Blank Votes,5
Yarmouth,,,U.S. House,10th,Democratic,All Others,0
Dedham,,,U.S. Senate,,Democratic,Total Votes Cast,1152
TOTALS,,,State Senate,1st Plymouth and Bristol,Democratic,Blank Votes,695
Montgomery,,,U.S. House,1st,Republican,Blank Votes,3
Bourne,,,State House,3rd Barnstable,Republican,David T. Vieira,242
Pembroke,,,U.S. Senate,,Republican,Blank Votes,73
Westford,,,State House,2nd Middlesex,Democratic,Geoffrey D. Hall,364
Easton,,,State Senate,2nd Plymouth and Bristol,Democratic,All Others,3
Nahant,,,U.S. Senate,,Libertarian,Total Votes Cast,2
Worthington,,,U.S. House,1st,Democratic,Blank Votes,7
Canton,,,State House,6th Norfolk,Democratic,Total Votes Cast,469
Deerfield,,,U.S. Senate,,Democratic,Edward M. Kennedy,44
Worcester,,,U.S. Senate,,Democratic,Edward M. Kennedy,15703
Greenfield,,,U.S. Senate,,Democratic,Edward M. Kennedy,152
Lynn,,,State Senate,1st Essex,Democratic,Blank Votes,638
Randolph,,,State House,1st Norfolk,Democratic,Bruce J. Ayers,86
Yarmouth,,,State House,"Barnstable, Dukes and Nantucket",Republican,Blank Votes,8
Seekonk,,,U.S. Senate,,Democratic,Total Votes Cast,112
Hanson,,,State House,6th Plymouth,Democratic,All Others,123
